customer_id,customer_name,action,reason,priority,expected_value
15648,Customer 15648,Retention outreach,No purchase for 204 days,High,444.43
12537,Customer 12537,Retention outreach,No purchase for 409 days,High,442.53
17143,Customer 17143,Retention outreach,No purchase for 417 days,High,442.26
18286,Customer 18286,Retention outreach,No purchase for 477 days,High,442.19
13855,Customer 13855,Retention outreach,No purchase for 501 days,High,442.05
15303,Customer 15303,Retention outreach,No purchase for 290 days,High,441.97
17398,Customer 17398,Retention outreach,No purchase for 115 days,High,441.75
14813,Customer 14813,Retention outreach,No purchase for 370 days,High,440.89
17926,Customer 17926,Retention outreach,No purchase for 133 days,High,440.88
14230,Customer 14230,Retention outreach,No purchase for 436 days,High,440.72
13976,Customer 13976,Retention outreach,No purchase for 207 days,High,440.13
13479,Customer 13479,Retention outreach,No purchase for 201 days,High,439.84
13945,Customer 13945,Retention outreach,No purchase for 395 days,High,439.43
15546,Customer 15546,Retention outreach,No purchase for 607 days,High,439.01
17529,Customer 17529,Retention outreach,No purchase for 610 days,High,438.79
13775,Customer 13775,Retention outreach,No purchase for 591 days,High,438.59
17782,Customer 17782,Retention outreach,No purchase for 383 days,High,437.81
16955,Customer 16955,Retention outreach,No purchase for 185 days,High,437.55
14479,Customer 14479,Retention outreach,No purchase for 254 days,High,437.07
16521,Customer 16521,Retention outreach,No purchase for 415 days,High,436.82
16723,Customer 16723,Retention outreach,No purchase for 91 days,High,436.73
17477,Customer 17477,Retention outreach,No purchase for 613 days,High,436.08
14326,Customer 14326,Retention outreach,No purchase for 242 days,High,435.97
17312,Customer 17312,Retention outreach,No purchase for 139 days,High,435.61
14679,Customer 14679,Retention outreach,No purchase for 382 days,High,435.0
16431,Customer 16431,Retention outreach,No purchase for 213 days,High,434.6
15639,Customer 15639,Retention outreach,No purchase for 134 days,High,434.02
12365,Customer 12365,Retention outreach,No purchase for 291 days,High,433.64
12624,Customer 12624,Retention outreach,No purchase for 106 days,High,433.47
12972,Customer 12972,Retention outreach,No purchase for 414 days,High,433.16
13857,Customer 13857,Retention outreach,No purchase for 393 days,High,432.16
15064,Customer 15064,Retention outreach,No purchase for 410 days,High,431.44
16838,Customer 16838,Retention outreach,No purchase for 197 days,High,431.27
17474,Customer 17474,Retention outreach,No purchase for 600 days,High,430.92
18057,Customer 18057,Retention outreach,No purchase for 393 days,High,430.12
15829,Customer 15829,Retention outreach,No purchase for 99 days,High,430.09
14370,Customer 14370,Retention outreach,No purchase for 451 days,High,428.88
14615,Customer 14615,Retention outreach,No purchase for 394 days,High,428.11
13833,Customer 13833,Retention outreach,No purchase for 159 days,High,427.65
15259,Customer 15259,Retention outreach,No purchase for 513 days,High,427.5
17968,Customer 17968,Retention outreach,No purchase for 374 days,High,427.48
17531,Customer 17531,Retention outreach,No purchase for 190 days,High,427.37
18183,Customer 18183,Retention outreach,No purchase for 227 days,High,427.34
14338,Customer 14338,Retention outreach,No purchase for 161 days,High,426.8
18218,Customer 18218,Retention outreach,No purchase for 211 days,High,426.64
14478,Customer 14478,Retention outreach,No purchase for 382 days,High,426.61
15350,Customer 15350,Retention outreach,No purchase for 373 days,High,426.53
13916,Customer 13916,Retention outreach,No purchase for 464 days,High,426.33
16972,Customer 16972,Retention outreach,No purchase for 383 days,High,424.86
16022,Customer 16022,Retention outreach,No purchase for 260 days,High,424.78
15441,Customer 15441,Retention outreach,No purchase for 396 days,High,423.69
14036,Customer 14036,Retention outreach,No purchase for 285 days,High,423.68
16623,Customer 16623,Retention outreach,No purchase for 246 days,High,422.78
13864,Customer 13864,Retention outreach,No purchase for 387 days,High,422.68
17343,Customer 17343,Retention outreach,No purchase for 355 days,High,422.17
12874,Customer 12874,Retention outreach,No purchase for 385 days,High,422.0
15147,Customer 15147,Retention outreach,No purchase for 240 days,High,421.55
15258,Customer 15258,Retention outreach,No purchase for 169 days,High,421.32
17123,Customer 17123,Retention outreach,No purchase for 162 days,High,421.13
13987,Customer 13987,Retention outreach,No purchase for 380 days,High,420.32
13459,Customer 13459,Retention outreach,No purchase for 625 days,High,419.56
15970,Customer 15970,Retention outreach,No purchase for 304 days,High,419.4
13493,Customer 13493,Retention outreach,No purchase for 275 days,High,418.25
13301,Customer 13301,Retention outreach,No purchase for 104 days,High,417.89
12791,Customer 12791,Retention outreach,No purchase for 374 days,High,417.28
14377,Customer 14377,Retention outreach,No purchase for 191 days,High,417.19
17539,Customer 17539,Retention outreach,No purchase for 618 days,High,416.64
13369,Customer 13369,Retention outreach,No purchase for 366 days,High,416.0
12761,Customer 12761,Retention outreach,No purchase for 458 days,High,415.8
12601,Customer 12601,Retention outreach,No purchase for 190 days,High,415.39
16116,Customer 16116,Retention outreach,No purchase for 212 days,High,414.3
15995,Customer 15995,Retention outreach,No purchase for 414 days,High,414.27
15092,Customer 15092,Retention outreach,No purchase for 215 days,High,414.13
16465,Customer 16465,Retention outreach,No purchase for 421 days,High,414.11
12513,Customer 12513,Retention outreach,No purchase for 113 days,High,413.97
15232,Customer 15232,Retention outreach,No purchase for 113 days,High,413.81
13019,Customer 13019,Retention outreach,No purchase for 379 days,High,413.8
12373,Customer 12373,Retention outreach,No purchase for 311 days,High,413.16
16159,Customer 16159,Retention outreach,No purchase for 282 days,High,413.07
17849,Customer 17849,Retention outreach,No purchase for 218 days,High,413.04
17137,Customer 17137,Retention outreach,No purchase for 416 days,High,412.9
13731,Customer 13731,Retention outreach,No purchase for 219 days,High,412.82
15824,Customer 15824,Retention outreach,No purchase for 453 days,High,412.78
14512,Customer 14512,Retention outreach,No purchase for 188 days,High,412.18
13441,Customer 13441,Retention outreach,No purchase for 92 days,High,412.09
12355,Customer 12355,Retention outreach,No purchase for 214 days,High,411.99
13933,Customer 13933,Retention outreach,No purchase for 109 days,High,411.6
13898,Customer 13898,Retention outreach,No purchase for 326 days,High,411.42
13045,Customer 13045,Retention outreach,No purchase for 99 days,High,410.18
14922,Customer 14922,Retention outreach,No purchase for 394 days,High,410.15
15695,Customer 15695,Retention outreach,No purchase for 267 days,High,409.54
17507,Customer 17507,Retention outreach,No purchase for 262 days,High,409.43
13237,Customer 13237,Retention outreach,No purchase for 388 days,High,409.24
14323,Customer 14323,Retention outreach,No purchase for 115 days,High,409.08
12675,Customer 12675,Retention outreach,No purchase for 554 days,High,408.8
15257,Customer 15257,Retention outreach,No purchase for 283 days,High,408.14
15462,Customer 15462,Retention outreach,No purchase for 94 days,High,408.1
12707,Customer 12707,Retention outreach,No purchase for 292 days,High,407.97
14024,Customer 14024,Retention outreach,No purchase for 122 days,High,407.83
17890,Customer 17890,Retention outreach,No purchase for 323 days,High,407.07
15723,Customer 15723,Retention outreach,No purchase for 365 days,High,406.99
14437,Customer 14437,Retention outreach,No purchase for 366 days,High,405.45
12521,Customer 12521,Retention outreach,No purchase for 143 days,High,405.44
14965,Customer 14965,Retention outreach,No purchase for 96 days,High,404.98
16269,Customer 16269,Retention outreach,No purchase for 438 days,High,404.57
17834,Customer 17834,Retention outreach,No purchase for 415 days,High,404.45
14672,Customer 14672,Retention outreach,No purchase for 235 days,High,403.65
17212,Customer 17212,Retention outreach,No purchase for 253 days,High,402.82
13264,Customer 13264,Retention outreach,No purchase for 443 days,High,402.78
15617,Customer 15617,Retention outreach,No purchase for 396 days,High,402.77
17239,Customer 17239,Retention outreach,No purchase for 313 days,High,402.37
12734,Customer 12734,Retention outreach,No purchase for 353 days,High,401.93
14022,Customer 14022,Retention outreach,No purchase for 225 days,High,401.68
15442,Customer 15442,Retention outreach,No purchase for 249 days,High,401.6
15586,Customer 15586,Retention outreach,No purchase for 593 days,High,401.28
16226,Customer 16226,Retention outreach,No purchase for 203 days,High,400.94
14355,Customer 14355,Retention outreach,No purchase for 366 days,High,398.91
12855,Customer 12855,Retention outreach,No purchase for 373 days,High,398.87
17464,Customer 17464,Retention outreach,No purchase for 158 days,High,398.67
13293,Customer 13293,Retention outreach,No purchase for 392 days,High,398.63
17871,Customer 17871,Retention outreach,No purchase for 205 days,High,398.17
17984,Customer 17984,Retention outreach,No purchase for 145 days,High,398.08
13466,Customer 13466,Retention outreach,No purchase for 184 days,High,397.84
15624,Customer 15624,Retention outreach,No purchase for 117 days,High,397.63
13873,Customer 13873,Retention outreach,No purchase for 120 days,High,396.53
15879,Customer 15879,Retention outreach,No purchase for 404 days,High,395.28
13526,Customer 13526,Retention outreach,No purchase for 738 days,High,394.98
17726,Customer 17726,Retention outreach,No purchase for 395 days,High,394.84
16130,Customer 16130,Retention outreach,No purchase for 422 days,High,394.58
12439,Customer 12439,Retention outreach,No purchase for 683 days,High,393.95
17970,Customer 17970,Retention outreach,No purchase for 211 days,High,393.89
16568,Customer 16568,Retention outreach,No purchase for 428 days,High,392.69
13462,Customer 13462,Retention outreach,No purchase for 253 days,High,392.48
12730,Customer 12730,Retention outreach,No purchase for 522 days,High,392.3
12817,Customer 12817,Retention outreach,No purchase for 281 days,High,392.26
13537,Customer 13537,Retention outreach,No purchase for 426 days,High,392.19
15268,Customer 15268,Retention outreach,No purchase for 479 days,High,391.97
13465,Customer 13465,Retention outreach,No purchase for 446 days,High,391.71
12648,Customer 12648,Retention outreach,No purchase for 155 days,High,391.17
14343,Customer 14343,Retention outreach,No purchase for 421 days,High,389.15
13613,Customer 13613,Retention outreach,No purchase for 453 days,High,388.48
14463,Customer 14463,Retention outreach,No purchase for 98 days,High,388.48
16769,Customer 16769,Retention outreach,No purchase for 260 days,High,388.36
17127,Customer 17127,Retention outreach,No purchase for 429 days,High,387.54
15415,Customer 15415,Retention outreach,No purchase for 313 days,High,387.28
12816,Customer 12816,Retention outreach,No purchase for 96 days,High,386.86
17866,Customer 17866,Retention outreach,No purchase for 143 days,High,386.05
13840,Customer 13840,Retention outreach,No purchase for 416 days,High,385.76
17334,Customer 17334,Retention outreach,No purchase for 302 days,High,385.37
14417,Customer 14417,Retention outreach,No purchase for 388 days,High,384.55
16254,Customer 16254,Retention outreach,No purchase for 378 days,High,384.32
15003,Customer 15003,Retention outreach,No purchase for 473 days,High,383.51
13393,Customer 13393,Retention outreach,No purchase for 584 days,High,381.18
13452,Customer 13452,Retention outreach,No purchase for 259 days,High,381.02
13333,Customer 13333,Retention outreach,No purchase for 411 days,High,380.63
17265,Customer 17265,Retention outreach,No purchase for 139 days,High,380.58
16138,Customer 16138,Retention outreach,No purchase for 379 days,High,380.38
12573,Customer 12573,Retention outreach,No purchase for 227 days,High,380.17
14994,Customer 14994,Retention outreach,No purchase for 382 days,High,380.16
12559,Customer 12559,Retention outreach,No purchase for 311 days,High,379.77
15655,Customer 15655,Retention outreach,No purchase for 243 days,High,379.07
16193,Customer 16193,Retention outreach,No purchase for 237 days,High,378.79
15180,Customer 15180,Retention outreach,No purchase for 367 days,High,378.55
17194,Customer 17194,Retention outreach,No purchase for 274 days,High,377.86
17375,Customer 17375,Retention outreach,No purchase for 199 days,High,377.59
12699,Customer 12699,Retention outreach,No purchase for 418 days,High,376.98
16178,Customer 16178,Retention outreach,No purchase for 138 days,High,376.31
14142,Customer 14142,Retention outreach,No purchase for 373 days,High,375.25
16702,Customer 16702,Retention outreach,No purchase for 415 days,High,374.23
17952,Customer 17952,Retention outreach,No purchase for 378 days,High,373.43
12363,Customer 12363,Retention outreach,No purchase for 110 days,High,373.21
15792,Customer 15792,Retention outreach,No purchase for 400 days,High,372.55
17615,Customer 17615,Retention outreach,No purchase for 130 days,High,372.55
16646,Customer 16646,Retention outreach,No purchase for 449 days,High,372.5
14170,Customer 14170,Retention outreach,No purchase for 375 days,High,372.49
14460,Customer 14460,Retention outreach,No purchase for 110 days,High,372.46
17291,Customer 17291,Retention outreach,No purchase for 308 days,High,372.4
12785,Customer 12785,Retention outreach,No purchase for 364 days,High,371.23
16536,Customer 16536,Retention outreach,No purchase for 110 days,High,371.16
16031,Customer 16031,Retention outreach,No purchase for 92 days,High,371.14
17815,Customer 17815,Retention outreach,No purchase for 393 days,High,371.02
14260,Customer 14260,Retention outreach,No purchase for 471 days,High,370.77
16805,Customer 16805,Retention outreach,No purchase for 174 days,High,370.16
12743,Customer 12743,Retention outreach,No purchase for 134 days,High,369.44
18141,Customer 18141,Retention outreach,No purchase for 402 days,High,369.36
13836,Customer 13836,Retention outreach,No purchase for 399 days,High,369.15
15084,Customer 15084,Retention outreach,No purchase for 380 days,High,368.97
13398,Customer 13398,Retention outreach,No purchase for 192 days,High,368.68
16199,Customer 16199,Retention outreach,No purchase for 392 days,High,368.37
17298,Customer 17298,Retention outreach,No purchase for 101 days,High,368.33
12905,Customer 12905,Retention outreach,No purchase for 577 days,High,368.22
15908,Customer 15908,Retention outreach,No purchase for 491 days,High,368.04
16927,Customer 16927,Retention outreach,No purchase for 116 days,High,367.16
17472,Customer 17472,Retention outreach,No purchase for 191 days,High,367.12
16780,Customer 16780,Retention outreach,No purchase for 100 days,High,366.51
16230,Customer 16230,Retention outreach,No purchase for 190 days,High,366.47
16787,Customer 16787,Retention outreach,No purchase for 398 days,High,365.8
13891,Customer 13891,Retention outreach,No purchase for 378 days,High,365.78
17746,Customer 17746,Retention outreach,No purchase for 240 days,High,365.44
14013,Customer 14013,Retention outreach,No purchase for 110 days,High,365.39
15176,Customer 15176,Retention outreach,No purchase for 668 days,High,365.26
16947,Customer 16947,Retention outreach,No purchase for 236 days,High,364.58
16155,Customer 16155,Retention outreach,No purchase for 382 days,High,364.43
17683,Customer 17683,Retention outreach,No purchase for 386 days,High,364.42
13809,Customer 13809,Retention outreach,No purchase for 305 days,High,364.1
15254,Customer 15254,Retention outreach,No purchase for 127 days,High,363.68
15912,Customer 15912,Retention outreach,No purchase for 178 days,High,363.55
16142,Customer 16142,Retention outreach,No purchase for 250 days,High,361.94
12988,Customer 12988,Retention outreach,No purchase for 292 days,High,361.93
16739,Customer 16739,Retention outreach,No purchase for 177 days,High,361.65
17854,Customer 17854,Retention outreach,No purchase for 185 days,High,361.46
13385,Customer 13385,Retention outreach,No purchase for 330 days,High,361.42
17443,Customer 17443,Retention outreach,No purchase for 220 days,High,361.2
15433,Customer 15433,Retention outreach,No purchase for 214 days,High,360.56
16590,Customer 16590,Retention outreach,No purchase for 401 days,High,360.54
16287,Customer 16287,Retention outreach,No purchase for 170 days,High,360.39
15825,Customer 15825,Retention outreach,No purchase for 172 days,High,360.32
12368,Customer 12368,Retention outreach,No purchase for 628 days,High,360.29
13106,Customer 13106,Retention outreach,No purchase for 133 days,High,359.96
17362,Customer 17362,Retention outreach,No purchase for 239 days,High,359.72
13223,Customer 13223,Retention outreach,No purchase for 200 days,High,359.34
14924,Customer 14924,Retention outreach,No purchase for 246 days,High,359.23
18159,Customer 18159,Retention outreach,No purchase for 301 days,High,358.43
15771,Customer 15771,Retention outreach,No purchase for 604 days,High,358.16
14002,Customer 14002,Retention outreach,No purchase for 134 days,High,358.15
13955,Customer 13955,Retention outreach,No purchase for 154 days,High,358.05
14729,Customer 14729,Retention outreach,No purchase for 374 days,High,357.94
12450,Customer 12450,Retention outreach,No purchase for 156 days,High,357.78
16679,Customer 16679,Retention outreach,No purchase for 366 days,High,357.38
17020,Customer 17020,Retention outreach,No purchase for 542 days,High,357.1
14339,Customer 14339,Retention outreach,No purchase for 243 days,High,357.05
12790,Customer 12790,Retention outreach,No purchase for 192 days,High,355.61
17421,Customer 17421,Retention outreach,No purchase for 386 days,High,355.46
17134,Customer 17134,Retention outreach,No purchase for 107 days,High,355.14
16387,Customer 16387,Retention outreach,No purchase for 323 days,High,354.98
15891,Customer 15891,Retention outreach,No purchase for 227 days,High,354.63
17003,Customer 17003,Retention outreach,No purchase for 402 days,High,354.07
17955,Customer 17955,Retention outreach,No purchase for 199 days,High,352.21
17691,Customer 17691,Retention outreach,No purchase for 358 days,High,352.16
12632,Customer 12632,Retention outreach,No purchase for 521 days,High,351.79
13000,Customer 13000,Retention outreach,No purchase for 107 days,High,351.2
13745,Customer 13745,Retention outreach,No purchase for 162 days,High,350.94
13965,Customer 13965,Retention outreach,No purchase for 477 days,High,349.59
13043,Customer 13043,Retention outreach,No purchase for 273 days,High,349.15
12998,Customer 12998,Retention outreach,No purchase for 493 days,High,347.41
15246,Customer 15246,Retention outreach,No purchase for 238 days,High,346.61
14169,Customer 14169,Retention outreach,No purchase for 431 days,High,346.52
16135,Customer 16135,Retention outreach,No purchase for 263 days,High,346.51
14247,Customer 14247,Retention outreach,No purchase for 278 days,High,345.66
14746,Customer 14746,Retention outreach,No purchase for 406 days,High,345.66
13039,Customer 13039,Retention outreach,No purchase for 584 days,High,345.22
15160,Customer 15160,Retention outreach,No purchase for 357 days,High,344.83
15713,Customer 15713,Retention outreach,No purchase for 143 days,High,344.76
16781,Customer 16781,Retention outreach,No purchase for 372 days,High,344.34
12436,Customer 12436,Retention outreach,No purchase for 100 days,High,344.14
17860,Customer 17860,Retention outreach,No purchase for 369 days,High,344.01
17391,Customer 17391,Retention outreach,No purchase for 164 days,High,344.0
17269,Customer 17269,Retention outreach,No purchase for 386 days,High,343.84
13288,Customer 13288,Retention outreach,No purchase for 443 days,High,343.43
16565,Customer 16565,Retention outreach,No purchase for 364 days,High,343.35
17392,Customer 17392,Retention outreach,No purchase for 307 days,High,343.07
14254,Customer 14254,Retention outreach,No purchase for 433 days,High,342.77
13885,Customer 13885,Retention outreach,No purchase for 189 days,High,342.65
18098,Customer 18098,Retention outreach,No purchase for 396 days,High,342.64
17604,Customer 17604,Retention outreach,No purchase for 217 days,High,342.51
13699,Customer 13699,Retention outreach,No purchase for 155 days,High,342.47
14513,Customer 14513,Retention outreach,No purchase for 101 days,High,342.0
13641,Customer 13641,Retention outreach,No purchase for 641 days,High,341.51
14570,Customer 14570,Retention outreach,No purchase for 281 days,High,341.36
16402,Customer 16402,Retention outreach,No purchase for 265 days,High,341.32
14645,Customer 14645,Retention outreach,No purchase for 157 days,High,341.01
12396,Customer 12396,Retention outreach,No purchase for 674 days,High,340.76
15346,Customer 15346,Retention outreach,No purchase for 333 days,High,340.76
17630,Customer 17630,Retention outreach,No purchase for 170 days,High,340.48
14104,Customer 14104,Retention outreach,No purchase for 155 days,High,339.64
13541,Customer 13541,Retention outreach,No purchase for 427 days,High,339.6
17356,Customer 17356,Retention outreach,No purchase for 312 days,High,339.23
15881,Customer 15881,Retention outreach,No purchase for 312 days,High,338.99
13116,Customer 13116,Retention outreach,No purchase for 138 days,High,338.82
13296,Customer 13296,Retention outreach,No purchase for 137 days,High,338.59
12945,Customer 12945,Retention outreach,No purchase for 288 days,High,338.32
13961,Customer 13961,Retention outreach,No purchase for 392 days,High,338.31
17053,Customer 17053,Retention outreach,No purchase for 131 days,High,337.02
16661,Customer 16661,Retention outreach,No purchase for 540 days,High,336.99
15396,Customer 15396,Retention outreach,No purchase for 113 days,High,336.75
14228,Customer 14228,Retention outreach,No purchase for 438 days,High,336.56
16820,Customer 16820,Retention outreach,No purchase for 96 days,High,336.43
16392,Customer 16392,Retention outreach,No purchase for 270 days,High,335.29
14202,Customer 14202,Retention outreach,No purchase for 381 days,High,334.96
12745,Customer 12745,Retention outreach,No purchase for 487 days,High,334.59
13041,Customer 13041,Retention outreach,No purchase for 451 days,High,334.48
17226,Customer 17226,Retention outreach,No purchase for 309 days,High,333.75
16699,Customer 16699,Retention outreach,No purchase for 380 days,High,333.71
14270,Customer 14270,Retention outreach,No purchase for 332 days,High,333.08
14656,Customer 14656,Retention outreach,No purchase for 169 days,High,333.07
16677,Customer 16677,Retention outreach,No purchase for 411 days,High,333.02
17349,Customer 17349,Retention outreach,No purchase for 179 days,High,333.0
15507,Customer 15507,Retention outreach,No purchase for 172 days,High,332.88
14873,Customer 14873,Retention outreach,No purchase for 210 days,High,332.69
16109,Customer 16109,Retention outreach,No purchase for 219 days,High,331.9
17482,Customer 17482,Retention outreach,No purchase for 487 days,High,331.9
18078,Customer 18078,Retention outreach,No purchase for 217 days,High,331.59
14686,Customer 14686,Retention outreach,No purchase for 414 days,High,331.44
17407,Customer 17407,Retention outreach,No purchase for 412 days,High,331.4
14398,Customer 14398,Retention outreach,No purchase for 401 days,High,331.03
13474,Customer 13474,Retention outreach,No purchase for 236 days,High,330.48
12485,Customer 12485,Retention outreach,No purchase for 529 days,High,329.93
17958,Customer 17958,Retention outreach,No purchase for 117 days,High,329.9
14699,Customer 14699,Retention outreach,No purchase for 214 days,High,329.85
15109,Customer 15109,Retention outreach,No purchase for 246 days,High,329.85
13675,Customer 13675,Retention outreach,No purchase for 151 days,High,329.14
16834,Customer 16834,Retention outreach,No purchase for 228 days,High,328.88
14454,Customer 14454,Retention outreach,No purchase for 376 days,High,328.8
17176,Customer 17176,Retention outreach,No purchase for 202 days,High,328.65
14742,Customer 14742,Retention outreach,No purchase for 435 days,High,328.42
18247,Customer 18247,Retention outreach,No purchase for 415 days,High,328.11
17473,Customer 17473,Retention outreach,No purchase for 409 days,High,328.0
16428,Customer 16428,Retention outreach,No purchase for 414 days,High,327.42
17358,Customer 17358,Retention outreach,No purchase for 303 days,High,327.01
12525,Customer 12525,Retention outreach,No purchase for 498 days,High,326.71
16948,Customer 16948,Retention outreach,No purchase for 139 days,High,326.54
13204,Customer 13204,Retention outreach,No purchase for 731 days,High,326.11
16472,Customer 16472,Retention outreach,No purchase for 434 days,High,326.07
16829,Customer 16829,Retention outreach,No purchase for 157 days,High,325.87
15938,Customer 15938,Retention outreach,No purchase for 112 days,High,325.78
14423,Customer 14423,Retention outreach,No purchase for 218 days,High,325.69
16658,Customer 16658,Retention outreach,No purchase for 368 days,High,324.24
16111,Customer 16111,Retention outreach,No purchase for 428 days,High,323.78
13795,Customer 13795,Retention outreach,No purchase for 388 days,High,323.7
15589,Customer 15589,Retention outreach,No purchase for 256 days,High,323.53
17925,Customer 17925,Retention outreach,No purchase for 373 days,High,323.19
16763,Customer 16763,Retention outreach,No purchase for 199 days,High,322.37
12447,Customer 12447,Retention outreach,No purchase for 243 days,High,322.15
16075,Customer 16075,Retention outreach,No purchase for 503 days,High,322.09
18176,Customer 18176,Retention outreach,No purchase for 358 days,High,322.06
16785,Customer 16785,Retention outreach,No purchase for 410 days,High,321.5
15143,Customer 15143,Retention outreach,No purchase for 226 days,High,321.44
15780,Customer 15780,Retention outreach,No purchase for 184 days,High,321.34
14958,Customer 14958,Retention outreach,No purchase for 147 days,High,320.98
14839,Customer 14839,Retention outreach,No purchase for 418 days,High,320.6
17189,Customer 17189,Retention outreach,No purchase for 106 days,High,320.44
15349,Customer 15349,Retention outreach,No purchase for 158 days,High,320.34
13612,Customer 13612,Retention outreach,No purchase for 633 days,High,319.23
17580,Customer 17580,Retention outreach,No purchase for 253 days,High,318.33
15424,Customer 15424,Retention outreach,No purchase for 254 days,High,318.14
14872,Customer 14872,Retention outreach,No purchase for 484 days,High,318.07
14969,Customer 14969,Retention outreach,No purchase for 704 days,High,317.88
14605,Customer 14605,Retention outreach,No purchase for 374 days,High,316.16
14429,Customer 14429,Retention outreach,No purchase for 404 days,High,315.58
17995,Customer 17995,Retention outreach,No purchase for 282 days,High,315.35
15666,Customer 15666,Retention outreach,No purchase for 472 days,High,315.12
17332,Customer 17332,Retention outreach,No purchase for 528 days,High,315.08
15138,Customer 15138,Retention outreach,No purchase for 394 days,High,314.96
13248,Customer 13248,Retention outreach,No purchase for 125 days,High,314.85
17140,Customer 17140,Retention outreach,No purchase for 247 days,High,314.6
12891,Customer 12891,Retention outreach,No purchase for 186 days,High,314.48
13424,Customer 13424,Retention outreach,No purchase for 450 days,High,314.32
13713,Customer 13713,Retention outreach,No purchase for 408 days,High,314.29
14998,Customer 14998,Retention outreach,No purchase for 170 days,High,314.07
16675,Customer 16675,Retention outreach,No purchase for 442 days,High,313.89
17639,Customer 17639,Retention outreach,No purchase for 276 days,High,313.87
16552,Customer 16552,Retention outreach,No purchase for 243 days,High,313.65
16935,Customer 16935,Retention outreach,No purchase for 382 days,High,313.13
14331,Customer 14331,Retention outreach,No purchase for 124 days,High,312.8
15361,Customer 15361,Retention outreach,No purchase for 362 days,High,312.8
14455,Customer 14455,Retention outreach,No purchase for 432 days,High,312.77
13595,Customer 13595,Retention outreach,No purchase for 517 days,High,312.3
13977,Customer 13977,Retention outreach,No purchase for 411 days,High,311.56
17276,Customer 17276,Retention outreach,No purchase for 402 days,High,311.52
15784,Customer 15784,Retention outreach,No purchase for 468 days,High,311.28
17005,Customer 17005,Retention outreach,No purchase for 471 days,High,311.24
17106,Customer 17106,Retention outreach,No purchase for 389 days,High,311.04
16344,Customer 16344,Retention outreach,No purchase for 158 days,High,310.96
15331,Customer 15331,Retention outreach,No purchase for 500 days,High,310.87
15483,Customer 15483,Retention outreach,No purchase for 161 days,High,310.83
16100,Customer 16100,Retention outreach,No purchase for 463 days,High,310.76
13513,Customer 13513,Retention outreach,No purchase for 127 days,High,310.41
13872,Customer 13872,Retention outreach,No purchase for 527 days,High,310.22
15224,Customer 15224,Retention outreach,No purchase for 358 days,High,310.05
16473,Customer 16473,Retention outreach,No purchase for 165 days,High,310.05
14491,Customer 14491,Retention outreach,No purchase for 175 days,High,309.93
13712,Customer 13712,Retention outreach,No purchase for 247 days,High,309.76
12859,Customer 12859,Retention outreach,No purchase for 459 days,High,309.41
17322,Customer 17322,Retention outreach,No purchase for 376 days,High,309.13
17889,Customer 17889,Retention outreach,No purchase for 212 days,High,309.13
15921,Customer 15921,Retention outreach,No purchase for 173 days,High,309.01
12564,Customer 12564,Retention outreach,No purchase for 261 days,High,308.91
12999,Customer 12999,Retention outreach,No purchase for 196 days,High,308.22
15207,Customer 15207,Retention outreach,No purchase for 416 days,High,308.19
12696,Customer 12696,Retention outreach,No purchase for 435 days,High,308.02
15585,Customer 15585,Retention outreach,No purchase for 177 days,High,307.83
13444,Customer 13444,Retention outreach,No purchase for 374 days,High,307.67
18163,Customer 18163,Retention outreach,No purchase for 584 days,High,307.66
15542,Customer 15542,Retention outreach,No purchase for 512 days,High,307.33
18243,Customer 18243,Retention outreach,No purchase for 414 days,High,306.91
14549,Customer 14549,Retention outreach,No purchase for 311 days,High,306.69
14061,Customer 14061,Retention outreach,No purchase for 507 days,High,306.57
14133,Customer 14133,Retention outreach,No purchase for 130 days,High,306.54
12729,Customer 12729,Retention outreach,No purchase for 114 days,High,306.28
14890,Customer 14890,Retention outreach,No purchase for 254 days,High,305.78
15802,Customer 15802,Retention outreach,No purchase for 143 days,High,305.2
18280,Customer 18280,Retention outreach,No purchase for 278 days,High,305.18
13484,Customer 13484,Retention outreach,No purchase for 241 days,High,305.1
16246,Customer 16246,Retention outreach,No purchase for 460 days,High,304.9
13489,Customer 13489,Retention outreach,No purchase for 105 days,High,303.92
17524,Customer 17524,Retention outreach,No purchase for 361 days,High,303.28
16526,Customer 16526,Retention outreach,No purchase for 172 days,High,302.75
15728,Customer 15728,Retention outreach,No purchase for 380 days,High,302.22
13286,Customer 13286,Retention outreach,No purchase for 600 days,High,301.97
14149,Customer 14149,Retention outreach,No purchase for 221 days,High,301.96
13512,Customer 13512,Retention outreach,No purchase for 261 days,High,301.66
18031,Customer 18031,Retention outreach,No purchase for 379 days,High,301.09
12419,Customer 12419,Retention outreach,No purchase for 386 days,High,300.04
15266,Customer 15266,Retention outreach,No purchase for 338 days,High,299.79
18222,Customer 18222,Retention outreach,No purchase for 93 days,High,299.51
14556,Customer 14556,Retention outreach,No purchase for 596 days,High,299.39
12792,Customer 12792,Retention outreach,No purchase for 257 days,High,299.01
18264,Customer 18264,Retention outreach,No purchase for 499 days,High,298.54
12837,Customer 12837,Retention outreach,No purchase for 173 days,High,298.24
17380,Customer 17380,Retention outreach,No purchase for 434 days,High,297.72
18233,Customer 18233,Retention outreach,No purchase for 326 days,High,297.48
12376,Customer 12376,Retention outreach,No purchase for 390 days,High,297.25
17156,Customer 17156,Retention outreach,No purchase for 492 days,High,297.07
